Pf_GeneID	Pk_GeneID	distance	dtw	outcome
776	PF3D7_0814600	PKNH_1425600	0.27	215.946484335423	dissim
777	PF3D7_0815100	PKNH_1425200	0.095	166.125772190077	dissim
778	PF3D7_0815200	PKNH_1425100	0.33	198.772799116582	dissim
779	PF3D7_0815400	PKNH_0505000	0.145	79.4090928505411	sim
780	PF3D7_0815500	PKNH_0504900	0.01	25.0440385160924	sim
781	PF3D7_0815900	PKNH_0504500	0.115	56.3899161500238	sim
782	PF3D7_0816000	PKNH_0504400	0.185	36.0330088337605	sim
783	PF3D7_0816100	PKNH_0504300	0.275	322.906479321266	dissim
784	PF3D7_0816200	PKNH_0504200	0.1	21.0934253137981	sim
785	PF3D7_0816400	PKNH_0504000	0.27	108.988553964429	dissim
786	PF3D7_0816500	PKNH_0503900	0.185	171.368421050716	dissim
787	PF3D7_0816600	PKNH_0503800	0.055	56.2228790682456	sim
788	PF3D7_0816700	PKNH_0503700	0.105	65.3945130254227	sim
789	PF3D7_0816800	PKNH_0503600	0.26	74.8106688784825	sim
790	PF3D7_0816900	PKNH_0503500	0.48	95.7627797248759	sim
791	PF3D7_0817000	PKNH_0503400	0.155	61.5374340387578	sim
792	PF3D7_0817500	PKNH_0502900	0.185	32.323572947632	sim
793	PF3D7_0817700	PKNH_0502300	0.0600000000000001	25.6595545513785	sim
794	PF3D7_0817800	PKNH_0502200	0.03	100.94684728247	sim
795	PF3D7_0818100	PKNH_0501900	0	149.400214186118	dissim
796	PF3D7_0818600	PKNH_0501300	0.085	31.3378153621476	sim
797	PF3D7_0819100	PKNH_1312900	0.19	41.4202086195951	sim
798	PF3D7_0819200	PKNH_1313000	0.185	89.4358623489888	sim
799	PF3D7_0819400	PKNH_1313200	0.26	200.933813445742	dissim
800	PF3D7_0819500	PKNH_1313300	0.365	265.163753912513	dissim
801	PF3D7_0819600	PKNH_1313400	0.055	38.8856796732533	sim
802	PF3D7_0819900	PKNH_1313700	0.48	135.754909992736	dissim
803	PF3D7_0820100	PKNH_1313900	0.015	55.4372993573953	sim
804	PF3D7_0820600	PKNH_1314600	0.05	36.5359871844603	sim
805	PF3D7_0820700	PKNH_1314700	0.03	45.2680868961276	sim
806	PF3D7_0821000	PKNH_1315000	0.01	12.9226794403058	sim
807	PF3D7_0821300	PKNH_1315300	0.165	36.402079852072	sim
808	PF3D7_0821400	PKNH_1315400	0	31.3117891754984	sim
809	PF3D7_0821500	PKNH_1315500	0.19	67.3357725981763	sim
810	PF3D7_0821600	PKNH_1315600	0.31	89.4694649079864	sim
811	PF3D7_0821700	PKNH_1315700	0.065	5.94096101414758	sim
812	PF3D7_0821800	PKNH_1315800	0.32	133.04600093258	dissim
813	PF3D7_0821900	PKNH_1315900	0.0649999999999999	49.0944863984445	sim
814	PF3D7_0822000	PKNH_1316000	0.02	58.5684202058435	sim
815	PF3D7_0822100	PKNH_1316100	0.27	87.2893303490964	sim
816	PF3D7_0822300	PKNH_1316300	0.265	27.9837420100748	sim
817	PF3D7_0822400	PKNH_1316400	0.11	104.260329700716	sim
818	PF3D7_0822500	PKNH_1316500	0.11	48.9236188385827	sim
819	PF3D7_0823100	PKNH_1317100	0.35	62.2364674040176	sim
820	PF3D7_0823200	PKNH_1317200	0	89.3304480003678	sim
821	PF3D7_0823400	PKNH_1317400	0.485	140.20896615998	dissim
822	PF3D7_0823600	PKNH_1317600	0.47	322.891379138518	dissim
823	PF3D7_0823700	PKNH_1317700	0.14	32.7107716789311	sim
824	PF3D7_0823800	PKNH_1317800	0.01	83.3571955685167	sim
825	PF3D7_0823900	PKNH_1317900	0.075	81.8959191237963	sim
826	PF3D7_0824100	PKNH_1318100	0.015	98.510924193262	sim
827	PF3D7_0824200	PKNH_1318200	0.105	71.6975708473922	sim
828	PF3D7_0824300	PKNH_1318300	0.095	44.4693069744029	sim
829	PF3D7_0824400	PKNH_1318400	0.145	45.9333636913829	sim
830	PF3D7_0824500	PKNH_1318500	0.015	37.8054735013251	sim
831	PF3D7_0824600	PKNH_1318600	0.26	123.37876684894	dissim
832	PF3D7_0824700	PKNH_1318700	0.01	21.752496372792	sim
833	PF3D7_0825100	PKNH_1319100	0.22	208.744576588747	dissim
834	PF3D7_0825200	PKNH_1319200	0.075	20.2338034089191	sim
835	PF3D7_0825300	PKNH_1319300	0.23	64.5735105629727	sim
836	PF3D7_0825400	PKNH_1319400	0.145	79.8568594744834	sim
837	PF3D7_0825600	PKNH_1319600	0.265	100.434661948096	sim
838	PF3D7_0825700	PKNH_1319700	0.135	41.5582085096292	sim
839	PF3D7_0825800	PKNH_1319800	0.265	52.9141918722055	sim
840	PF3D7_0826200	PKNH_1320400	0.05	25.9882009189297	sim
841	PF3D7_0826300	PKNH_1320500	0.225	16.4211902464021	sim
842	PF3D7_0826400	PKNH_1320600	0.01	40.4258942447998	sim
843	PF3D7_0827400	PKNH_1321500	0.11	55.9246642988162	sim
844	PF3D7_0827500	PKNH_1321600	0.01	31.1585613647812	sim
845	PF3D7_0827900	PKNH_1322000	0.075	50.9252407047534	sim
846	PF3D7_0828000	PKNH_1322100	0.115	19.8580611492437	sim
847	PF3D7_0828400	PKNH_1322500	0.115	34.0399574445422	sim
848	PF3D7_0828500	PKNH_1322600	0.01	33.1861036212339	sim
849	PF3D7_0828600	PKNH_1322700	0.0600000000000001	8.06183967511983	sim
850	PF3D7_0828700	PKNH_1322800	0.095	76.3263659552456	sim
851	PF3D7_0828900	PKNH_1323000	0.25	69.5751413339235	sim
852	PF3D7_0829200	PKNH_1323400	0.1	47.0824338904101	sim
853	PF3D7_0829300	PKNH_1323500	0.265	77.8756765312098	sim
854	PF3D7_0902000	PKNH_0113200	0.47	364.475482694748	dissim
855	PF3D7_0902200	PKNH_0113200	0.11	407.280173695156	dissim
856	PF3D7_0902300	PKNH_0113200	0.11	259.78736170529	dissim
857	PF3D7_0902400	PKNH_0113200	0.265	29.1167452096377	sim
858	PF3D7_0903000	PKNH_0700700	0.155	59.445302550811	sim
859	PF3D7_0903100	PKNH_0700800	0.48	60.6842145583021	sim
860	PF3D7_0903200	PKNH_0700900	0.075	56.4852104776349	sim
861	PF3D7_0903400	PKNH_0701100	0.47	243.328343362068	dissim
862	PF3D7_0903700	PKNH_0701400	0.075	19.5898831256351	sim
863	PF3D7_0903700	PKNH_0514200	0.075	44.2936452748242	sim
864	PF3D7_0903800	PKNH_0701500	0.2	87.8511837432053	sim
865	PF3D7_0903900	PKNH_0701600	0.065	12.600972197503	sim
866	PF3D7_0904000	PKNH_0701700	0.26	99.3497860189969	sim
867	PF3D7_0904200	PKNH_0701900	0.115	54.7607873255382	sim
868	PF3D7_0904400	PKNH_0702100	0.075	64.227076214528	sim
869	PF3D7_0904500	PKNH_0702200	0.105	44.733330077326	sim
870	PF3D7_0904700	PKNH_0702400	0.05	22.9303425060105	sim
871	PF3D7_0904800	PKNH_0702500	0.115	25.7153413058486	sim
872	PF3D7_0905000	PKNH_0702700	0.0649999999999999	113.877501655073	sim
873	PF3D7_0905400	PKNH_0703100	0.0600000000000001	27.8227066086556	sim
874	PF3D7_0905500	PKNH_0703200	0.025	54.0816795794984	sim
875	PF3D7_0905600	PKNH_0703300	0.135	82.9877328963583	sim
876	PF3D7_0906100	PKNH_0703900	0.225	40.7978799850114	sim
877	PF3D7_0906300	PKNH_0704100	0.26	129.276896262393	dissim
878	PF3D7_0906400	PKNH_0704200	0.185	49.0408469753351	sim
879	PF3D7_0906910	PKNH_0704700	0.49	86.9745638305888	sim
880	PF3D7_0907400	PKNH_0705200	0.085	60.9001911956445	sim
881	PF3D7_0907500	PKNH_0705300	0.085	98.1317129715009	sim
882	PF3D7_0907600	PKNH_0705400	0.355	151.009702435482	dissim
883	PF3D7_0907900	PKNH_0705700	0.145	58.2334329644726	sim
884	PF3D7_0908000	PKNH_0705800	0.25	156.934362582158	dissim
885	PF3D7_0908600	PKNH_0706600	0.1	27.1602544997294	sim
886	PF3D7_0908700	PKNH_0706700	0.4	202.397678255541	dissim
887	PF3D7_0909000	PKNH_0707000	0.055	75.3438817968526	sim
888	PF3D7_0909200	PKNH_0707200	0.025	80.0444173078786	sim
889	PF3D7_0909300	PKNH_0707300	0.43	39.6883842823906	sim
890	PF3D7_0909600	PKNH_0707600	0.01	26.878579084459	sim
891	PF3D7_0909800	PKNH_0707800	0.185	31.8126363421056	sim
892	PF3D7_0909900	PKNH_0707900	0.185	41.9984081835058	sim
893	PF3D7_0910300	PKNH_0708300	0.485	73.119689637729	sim
894	PF3D7_0910400	PKNH_0708400	0.105	58.4410257172184	sim
895	PF3D7_0910600	PKNH_0708600	0.085	22.0978153557104	sim
896	PF3D7_0910700	PKNH_0708700	0.095	116.332366908404	sim
897	PF3D7_0910800	PKNH_0708800	0.11	27.893809935852	sim
898	PF3D7_0910900	PKNH_0708900	0.115	29.8340745196359	sim
899	PF3D7_0911000	PKNH_0709000	0.075	15.3199408895297	sim
900	PF3D7_0911200	PKNH_0709200	0.01	13.0699750296467	sim
901	PF3D7_0912100	PKNH_0710100	0.1	77.1596272222731	sim
902	PF3D7_0912400	PKNH_0710300	0.115	19.3944400495932	sim
903	PF3D7_0913200	PKNH_0711100	0.225	21.3039665961296	sim
904	PF3D7_0913300	PKNH_0711200	0.355	151.240966900318	dissim
905	PF3D7_0913400	PKNH_0711300	0.025	55.5422580158856	sim
906	PF3D7_0913500	PKNH_0711400	0.23	74.4185153573931	sim
907	PF3D7_0914200	PKNH_0712100	0.03	58.3700024693369	sim
908	PF3D7_0914400	PKNH_0712300	0.14	46.0492739946224	sim
909	PF3D7_0914800	PKNH_0712800	0.0600000000000001	15.921639235748	sim
910	PF3D7_0915000	PKNH_0713000	0.055	74.9409722811357	sim
911	PF3D7_0915100	PKNH_0713100	0.075	46.9786382020385	sim
912	PF3D7_0915400	PKNH_0713400	0.1	18.1853371204188	sim
913	PF3D7_0915700	PKNH_0713700	0.225	39.5959280644626	sim
914	PF3D7_0915800	PKNH_0713800	0.14	45.3388266387188	sim
915	PF3D7_0916100	PKNH_0714100	0.19	135.037840683346	dissim
916	PF3D7_0916200	PKNH_0714200	0.14	59.7215702203427	sim
917	PF3D7_0916300	PKNH_0714300	0.14	108.852063596008	sim
918	PF3D7_0916500	PKNH_0714500	0.115	41.7456472563719	sim
919	PF3D7_0916600	PKNH_0714600	0.14	68.7774684331803	sim
920	PF3D7_0916700	PKNH_0714700	0	23.2933682468861	sim
921	PF3D7_0917000	PKNH_0715000	0.095	26.8066851916675	sim
922	PF3D7_0917200	PKNH_0715200	0.48	267.775116439053	dissim
923	PF3D7_0917300	PKNH_0715300	0.055	22.6855866943932	sim
924	PF3D7_0917500	PKNH_0715500	0.115	26.2454470118039	sim
925	PF3D7_0917700	PKNH_0715700	0.02	49.2941600938105	sim
926	PF3D7_0917800	PKNH_0715800	0.26	121.214831274673	dissim
927	PF3D7_0918000	PKNH_0716000	0.1	28.1511562974965	sim
928	PF3D7_0918200	PKNH_0716200	0.075	22.414491415584	sim
929	PF3D7_0918300	PKNH_0716300	0.185	19.215316959797	sim
930	PF3D7_0918600	PKNH_0716600	0.115	151.186358665207	dissim
931	PF3D7_0918800	PKNH_0716800	0	48.5886898292574	sim
932	PF3D7_0918900	PKNH_0716900	0	106.771156732338	sim
933	PF3D7_0919200	PKNH_0717200	0.085	28.0515201853258	sim
934	PF3D7_0919300	PKNH_0717300	0.11	51.1002088669163	sim
935	PF3D7_0919400	PKNH_0717400	0.01	70.7080709316137	sim
936	PF3D7_0919500	PKNH_0717500	0.175	45.7571202156067	sim
937	PF3D7_0919600	PKNH_0717600	0.365	51.6267120611578	sim
938	PF3D7_0919700	PKNH_0717700	0.19	69.5684406689693	sim
939	PF3D7_0920100	PKNH_0718100	0.02	72.6399258837576	sim
940	PF3D7_0920200	PKNH_0718200	0.19	55.1511518447055	sim
941	PF3D7_0920500	PKNH_0718500	0.4	167.91644687639	dissim
942	PF3D7_0920700	PKNH_0718700	0.085	116.149875899864	sim
943	PF3D7_0920800	PKNH_0718800	0.185	19.4968106495694	sim
944	PF3D7_0921100	PKNH_0719100	0.14	61.0453825460251	sim
945	PF3D7_0921300	PKNH_0719300	0.24	64.7198811250634	sim
946	PF3D7_0921400	PKNH_0719400	0.155	31.4535027874128	sim
947	PF3D7_0921700	PKNH_0719700	0.035	54.406759710559	sim
948	PF3D7_0921800	PKNH_0719800	0.145	60.3353172660832	sim
949	PF3D7_0922000	PKNH_0720000	0.265	70.9997837891796	sim
950	PF3D7_0922300	PKNH_0720300	0.11	35.2330064382005	sim
951	PF3D7_0922500	PKNH_0720500	0.355	26.0367470640149	sim
952	PF3D7_0922900	PKNH_0720900	0.305	133.232575096297	dissim
953	PF3D7_0923100	PKNH_0721100	0.28	226.16322801612	dissim
954	PF3D7_0923300	PKNH_0721300	0.26	285.249644625735	dissim
955	PF3D7_0923500	PKNH_0721500	0.01	8.69229180214778	sim
956	PF3D7_0923700	PKNH_0721700	0.115	41.473779940647	sim
957	PF3D7_0924300	PKNH_0722300	0.105	105.037039973544	sim
958	PF3D7_0924900	PKNH_0722800	0.095	24.5696691941477	sim
959	PF3D7_0925000	PKNH_0722900	0.39	139.979806634281	dissim
960	PF3D7_0925200	PKNH_0723100	0.1	19.6148214739017	sim
961	PF3D7_0925300	PKNH_0723200	0.01	41.6670965106315	sim
962	PF3D7_0925400	PKNH_0723300	0.07	22.0959317124945	sim
963	PF3D7_0925500	PKNH_0723400	0.015	148.109928766558	dissim
964	PF3D7_0925600	PKNH_0723500	0.225	23.7816741147739	sim
965	PF3D7_0925700	PKNH_0723600	0.03	55.0247053840924	sim
966	PF3D7_0925900	PKNH_0723800	0.23	24.5142469055263	sim
967	PF3D7_0926400	PKNH_0724300	0.01	57.2640894188824	sim
968	PF3D7_0926700	PKNH_0724800	0.145	42.1631847760616	sim
969	PF3D7_0927000	PKNH_0725300	0.1	40.3104228972565	sim
970	PF3D7_0927100	PKNH_0725400	0.105	87.4469890653244	sim
971	PF3D7_0927300	PKNH_0725600	0.05	23.9423077810677	sim
972	PF3D7_0927500	PKNH_0725800	0.26	65.4016568404967	sim
973	PF3D7_0927700	PKNH_0726100	0.03	43.2715603421098	sim
974	PF3D7_0927800	PKNH_0726200	0.135	21.171824760046	sim
975	PF3D7_0927900	PKNH_0726300	0.0600000000000001	39.981413942287	sim
976	PF3D7_0928300	PKNH_0726700	0.155	152.829030550044	dissim
977	PF3D7_0928400	PKNH_0726800	0.01	31.9428741401455	sim
978	PF3D7_0928500	PKNH_0726900	0.165	279.192036089073	dissim
979	PF3D7_0928900	PKNH_0727200	0.19	100.695610915846	sim
980	PF3D7_0929000	PKNH_0727300	0.48	28.7678255076327	sim
981	PF3D7_0929000	PKNH_1012500	0.185	31.8655821229555	sim
982	PF3D7_0929100	PKNH_0727600	0.115	106.925556779851	sim
983	PF3D7_0929400	PKNH_0727900	0.0600000000000001	14.9540535119832	sim
984	PF3D7_0929500	PKNH_0728000	0.07	117.207231276418	sim
985	PF3D7_0929600	PKNH_0728100	0.085	23.9327681099	sim
986	PF3D7_0929800	PKNH_0728300	0.22	85.1142364417596	sim
987	PF3D7_0929900	PKNH_0728400	0.01	34.3600884650263	sim
988	PF3D7_0930000	PKNH_0728500	0.265	77.250122815623	sim
989	PF3D7_0930200	PKNH_0728700	0.015	34.1992234078149	sim
990	PF3D7_0930700	PKNH_0729300	0.14	39.7763494384753	sim
991	PF3D7_0930900	PKNH_0729600	0.395	92.9837019037203	sim
992	PF3D7_0931200	PKNH_0729900	0.01	85.0849014099597	sim
993	PF3D7_0931400	PKNH_0730100	0.075	48.3464265690644	sim
994	PF3D7_0931500	PKNH_0730200	0	55.5125778187914	sim
995	PF3D7_0931600	PKNH_0730300	0.165	75.9934018672026	sim
996	PF3D7_0931700	PKNH_0730400	0.195	114.454106305933	sim
997	PF3D7_0931800	PKNH_0730500	0.075	44.7641261367359	sim
998	PF3D7_0931900	PKNH_0730600	0	57.2275554622329	sim
999	PF3D7_0932000	PKNH_0730700	0.085	86.3370342326444	sim
1000	PF3D7_0932200	PKNH_0730900	0.085	12.4401147147931	sim
1001	PF3D7_0932300	PKNH_0731000	0.1	19.2697054928811	sim
1002	PF3D7_0932400	PKNH_0731100	0.03	40.5373808176784	sim
1003	PF3D7_0932800	PKNH_0731500	0.325	170.451838602311	dissim
1004	PF3D7_0933200	PKNH_0731900	0.105	84.1975601355897	sim
1005	PF3D7_0933600	PKNH_0732300	0.195	37.3074372163072	sim
1006	PF3D7_0933700	PKNH_0732400	0.27	95.3114774046569	sim
1007	PF3D7_0934100	PKNH_0732800	0.28	74.677271071202	sim
1008	PF3D7_0934200	PKNH_0732900	0.095	62.8463967588065	sim
1009	PF3D7_0934300	PKNH_0733000	0.15	117.258702822068	sim
1010	PF3D7_0934400	PKNH_0733100	0.19	66.5047092489377	sim
1011	PF3D7_0934600	PKNH_0733300	0	49.5539200443862	sim
1012	PF3D7_0934800	PKNH_0733500	0.03	23.4109850075037	sim
1013	PF3D7_0935300	PKNH_0734000	0.105	77.3764052738613	sim
1014	PF3D7_0935800	PKNH_0734400	0.1	23.4959733518688	sim
1015	PF3D7_0936700	PKNH_0108400	0.15	162.959661253944	dissim
1016	PF3D7_0936700	PKNH_0735000	0.145	122.874049759616	sim
1017	PF3D7_0936700	PKNH_1401500	0.04	58.4745627045259	sim
1018	PF3D7_0937200	PKNH_1324900	0.345	148.356253610267	dissim
1019	PF3D7_0937200	PKNH_0516400	0.1	36.4667346767019	sim
1020	PF3D7_1001200	PKNH_1430700	0.415	267.937498234549	dissim
1021	PF3D7_1002500	PKNH_0801300	0.07	75.8285442804849	sim
1022	PF3D7_1002700	PKNH_0801500	0.01	53.493051564663	sim
1023	PF3D7_1003100	PKNH_0801900	0.035	27.3698641455592	sim
1024	PF3D7_1003200	PKNH_0802000	0.025	75.6188974285821	sim
1025	PF3D7_1003300	PKNH_0802100	0.27	261.05819874248	dissim
1026	PF3D7_1003500	PKNH_0802300	0.105	18.0130237500008	sim
1027	PF3D7_1003600	PKNH_0802400	0.085	121.676721380113	sim
1028	PF3D7_1003800	PKNH_0802600	0.14	39.2901302771739	sim
1029	PF3D7_1004500	PKNH_0803200	0.095	110.587015554352	sim
1030	PF3D7_1004700	PKNH_0803400	0.19	41.430536383638	sim
1031	PF3D7_1004900	PKNH_0803600	0.075	53.0907409136848	sim
1032	PF3D7_1005100	PKNH_0803800	0.19	42.6048501284587	sim
1033	PF3D7_1005500	PKNH_0804200	0.115	62.4613172939976	sim
1034	PF3D7_1005800	PKNH_0804600	0.025	22.2944007573624	sim
1035	PF3D7_1005900	PKNH_0804700	0.03	30.7220273663753	sim
1036	PF3D7_1006000	PKNH_0804800	0.11	67.3234348996632	sim
1037	PF3D7_1006100	PKNH_0804900	0.155	25.977378053398	sim
1038	PF3D7_1006200	PKNH_0805000	0	52.2954895503126	sim
1039	PF3D7_1006600	PKNH_0805400	0.025	62.3310730419467	sim
1040	PF3D7_1006900	PKNH_0805700	0.185	264.340275605151	dissim
1041	PF3D7_1007000	PKNH_0805800	0.115	99.6782300004692	sim
1042	PF3D7_1007200	PKNH_0806000	0.11	20.209082471248	sim
1043	PF3D7_1007300	PKNH_0806100	0.11	26.2298416949731	sim
1044	PF3D7_1007400	PKNH_0806200	0.04	165.500598023641	dissim
1045	PF3D7_1007900	PKNH_0806900	0.15	16.9220751604747	sim
1046	PF3D7_1008200	PKNH_0807200	0.01	73.0359104203671	sim
1047	PF3D7_1008700	PKNH_0807700	0.075	18.0116525909634	sim
1048	PF3D7_1008800	PKNH_0808200	0.1	14.0230817662488	sim
1049	PF3D7_1008900	PKNH_0808600	0.345	160.38638323487	dissim
1050	PF3D7_1009000	PKNH_0808700	0.365	99.1211323020256	sim
1051	PF3D7_1009400	PKNH_0809100	0.48	17.2114185112558	sim
1052	PF3D7_1009500	PKNH_0809200	0.415	159.990406800849	dissim
1053	PF3D7_1009600	PKNH_0809300	0.315	48.4432587862244	sim
1054	PF3D7_1009700	PKNH_0809400	0.055	36.8221728124052	sim
1055	PF3D7_1009900	PKNH_0809700	0.485	30.7156838227179	sim
1056	PF3D7_1010000	PKNH_0809800	0.15	19.0484107854898	sim
1057	PF3D7_1010100	PKNH_0809900	0.26	88.4586879460383	sim
1058	PF3D7_1010300	PKNH_0810100	0.125	200.514777654431	dissim
1059	PF3D7_1010500	PKNH_0810300	0.025	12.5853841504538	sim
1060	PF3D7_1010600	PKNH_0810400	0.185	14.5542416598754	sim
1061	PF3D7_1010700	PKNH_0810500	0.49	63.4513132005395	sim
1062	PF3D7_1010800	PKNH_0810600	0.105	48.3493427136545	sim
1063	PF3D7_1010900	PKNH_0810700	0.02	24.1374713239833	sim
1064	PF3D7_1011000	PKNH_0810800	0.22	13.1645381449474	sim
1065	PF3D7_1011300	PKNH_0811100	0.09	30.9610349961009	sim
1066	PF3D7_1011400	PKNH_0811200	0.03	51.2890614423062	sim
1067	PF3D7_1011500	PKNH_0811300	0.015	68.3545959620751	sim
1068	PF3D7_1011600	PKNH_0811400	0.24	104.493217434684	dissim
1069	PF3D7_1011900	PKNH_0811700	0.05	66.4061214840042	sim
1070	PF3D7_1012000	PKNH_0811800	0.05	84.8906716568762	sim
1071	PF3D7_1012100	PKNH_0811900	0.025	72.0583909250809	sim
1072	PF3D7_1012200	PKNH_0812000	0.055	27.3116975193057	sim
1073	PF3D7_1012300	PKNH_0812100	0.22	23.719533533863	sim
1074	PF3D7_1012500	PKNH_0812300	0.0599999999999999	39.1736649765727	sim
1075	PF3D7_1012600	PKNH_0812400	0.485	40.7216515727208	sim
1076	PF3D7_1013000	PKNH_0812800	0.055	62.6467285987405	sim
1077	PF3D7_1013100	PKNH_0812900	0.185	43.6997840586753	sim
1078	PF3D7_1013300	PKNH_0813100	0.19	68.3673678756808	sim
1079	PF3D7_1013700	PKNH_0813500	0.11	83.6510925367314	sim
1080	PF3D7_1014000	PKNH_0813800	0.26	41.6665218608693	sim
1081	PF3D7_1014200	PKNH_0814100	0.26	108.298753597486	dissim
1082	PF3D7_1014300	PKNH_0814400	0.115	46.1536236819555	sim
1083	PF3D7_1014400	PKNH_0814500	0.14	30.5656085745832	sim
1084	PF3D7_1014700	PKNH_0814800	0.055	43.245048936318	sim
1085	PF3D7_1014800	PKNH_0814900	0.05	23.6627775847849	sim
1086	PF3D7_1015000	PKNH_0815100	0.39	337.272568536143	dissim
1087	PF3D7_1015300	PKNH_0815400	0.375	87.3825582089631	sim
1088	PF3D7_1015500	PKNH_0815600	0.4	180.898887104728	dissim
1089	PF3D7_1015600	PKNH_0815700	0.055	68.1118287901847	sim
1090	PF3D7_1015800	PKNH_0815900	0.03	18.2936376417491	sim
1091	PF3D7_1015900	PKNH_0816200	0.1	6.25346860067843	sim
1092	PF3D7_1016400	PKNH_0113200	0.445	389.435987206629	dissim
1093	PF3D7_1017000	PKNH_0601200	0.115	61.5160874619466	sim
1094	PF3D7_1017200	PKNH_0601400	0.26	72.9079039115041	sim
1095	PF3D7_1017400	PKNH_0601600	0.49	404.540033182334	dissim
1096	PF3D7_1017500	PKNH_0601700	0.085	59.9929024854288	sim
1097	PF3D7_1018500	PKNH_0602800	0.185	97.4464700129795	sim
1098	PF3D7_1019400	PKNH_0603600	0.065	9.60604346335951	sim
1099	PF3D7_1019900	PKNH_0604100	0.03	91.3407252415141	sim
1100	PF3D7_1020100	PKNH_0604300	0.11	82.6599907584269	sim
1101	PF3D7_1020300	PKNH_0604500	0.44	302.211738397691	dissim
1102	PF3D7_1020700	PKNH_0604900	0.185	13.9448247951038	sim
1103	PF3D7_1020800	PKNH_0605000	0.26	220.245505563629	dissim
1104	PF3D7_1021000	PKNH_0605300	0.03	36.2980689992122	sim
1105	PF3D7_1021300	PKNH_0605600	0.01	37.1139985250995	sim
1106	PF3D7_1021400	PKNH_0605700	0.145	54.8533053471714	sim
1107	PF3D7_1021600	PKNH_0605900	0.03	50.955822401475	sim
1108	PF3D7_1022100	PKNH_0606400	0.145	57.0064290957354	sim
1109	PF3D7_1022200	PKNH_0606500	0.145	75.5424414208426	sim
1110	PF3D7_1022300	PKNH_0606600	0.355	233.231872723408	dissim
1111	PF3D7_1022400	PKNH_0606700	0.11	233.511807679462	dissim
1112	PF3D7_1022500	PKNH_0606800	0.215	40.1449530792587	sim
1113	PF3D7_1022700	PKNH_0607000	0.025	6.43302173630027	sim
1114	PF3D7_1022800	PKNH_0607100	0.105	101.758780455349	sim
1115	PF3D7_1022900	PKNH_0607200	0.225	58.065766665974	sim
1116	PF3D7_1023300	PKNH_0607800	0.105	65.7166784868024	sim
1117	PF3D7_1023400	PKNH_0607900	0.075	35.8890848468844	sim
1118	PF3D7_1023500	PKNH_0608000	0.265	62.7582635652632	sim
1119	PF3D7_1023600	PKNH_0608100	0.22	23.1467263516774	sim
1120	PF3D7_1023700	PKNH_0608200	0.255	126.019581396936	dissim
1121	PF3D7_1024000	PKNH_0608500	0.26	67.9519206266376	sim
1122	PF3D7_1024200	PKNH_0608700	0.0599999999999999	69.5049113477571	sim
1123	PF3D7_1024300	PKNH_0608800	0.145	76.3217669086883	sim
1124	PF3D7_1024500	PKNH_0609000	0.15	113.593183091099	sim
1125	PF3D7_1024600	PKNH_0609100	0.11	77.7410065537963	sim
1126	PF3D7_1024700	PKNH_0609200	0.115	55.743574065004	sim
1127	PF3D7_1025100	PKNH_0609600	0.03	43.8204376964157	sim
1128	PF3D7_1025600	PKNH_0610100	0.345	111.649749190702	dissim
1129	PF3D7_1025700	PKNH_0610200	0.025	64.8414059748545	sim
1130	PF3D7_1025800	PKNH_0610300	0.225	108.751578407859	dissim
1131	PF3D7_1026100	PKNH_0610600	0.225	101.203719395449	sim
1132	PF3D7_1026200	PKNH_0610700	0.055	54.9019810814011	sim
1133	PF3D7_1026800	PKNH_0611200	0.145	17.2319508001517	sim
1134	PF3D7_1026900	PKNH_0611300	0.4	329.996967073521	dissim
1135	PF3D7_1027200	PKNH_0611600	0.485	24.34990312231	sim
1136	PF3D7_1027400	PKNH_0611800	0.345	15.5222363092643	sim
1137	PF3D7_1027500	PKNH_0611900	0.355	47.0381324173702	sim
1138	PF3D7_1027600	PKNH_0612000	0.18	114.537957855071	sim
1139	PF3D7_1027800	PKNH_0612200	0.145	2.31182929113001	sim
1140	PF3D7_1027900	PKNH_0612300	0.185	48.9250406095313	sim
1141	PF3D7_1028100	PKNH_0612500	0.185	330.439866021775	dissim
1142	PF3D7_1028200	PKNH_0612600	0.075	35.9324638859676	sim
1143	PF3D7_1028300	PKNH_0612700	0.19	36.5692620050219	sim
1144	PF3D7_1028800	PKNH_0613500	0.225	53.4708922734256	sim
1145	PF3D7_1028900	PKNH_0613600	0.125	35.786317370363	sim
1146	PF3D7_1029200	PKNH_0613900	0.185	106.975182439228	sim
1147	PF3D7_1029600	PKNH_0614300	0.025	35.0100035836169	sim
1148	PF3D7_1029800	PKNH_0614500	0.03	63.686403671594	sim
1149	PF3D7_1030100	PKNH_0614800	0.185	68.8067841015812	sim
1150	PF3D7_1030200	PKNH_0614900	0.025	36.5083569921166	sim
1151	PF3D7_1030500	PKNH_0615200	0.01	30.6354012510547	sim
1152	PF3D7_1030700	PKNH_0615400	0.365	211.554239964501	dissim
1153	PF3D7_1031000	PKNH_0615700	0.11	103.362632258992	sim
1154	PF3D7_1031000	PKNH_0615600	0.26	130.703360195335	dissim
1155	PF3D7_1031200	PKNH_0615900	0.11	65.2304655416251	sim
1156	PF3D7_1031800	PKNH_0616500	0.01	21.132522531756	sim
1157	PF3D7_1031900	PKNH_0616700	0.35	300.335216559152	dissim
1158	PF3D7_1032400	PKNH_0617200	0.03	44.3899048740222	sim
1159	PF3D7_1032500	PKNH_0617300	0.075	67.6365355349654	sim
