Pf_GeneID	Pk_GeneID
PF3D7_1106000	PKNH_0903600
PF3D7_1106100	PKNH_0903700
PF3D7_1106400	PKNH_0904000
PF3D7_1106700	PKNH_0904300
PF3D7_1106900	PKNH_0904500
PF3D7_1107000	PKNH_0904600
PF3D7_1107100	PKNH_0904700
PF3D7_1107400	PKNH_0905000
PF3D7_1107500	PKNH_0905100
PF3D7_1107700	PKNH_0905300
PF3D7_1107900	PKNH_0905500
PF3D7_1108200	PKNH_0905800
PF3D7_1108300	PKNH_0905900
PF3D7_1108400	PKNH_0906000
PF3D7_1108500	PKNH_0906100
PF3D7_1108600	PKNH_0906200
PF3D7_1108700	PKNH_0906300
PF3D7_1108900	PKNH_0906500
PF3D7_1109200	PKNH_0906800
PF3D7_1109400	PKNH_0906900
PF3D7_1109900	PKNH_0907200
PF3D7_1110000	PKNH_0907300
PF3D7_1110200	PKNH_0907900
PF3D7_1110300	PKNH_0908000
PF3D7_1110400	PKNH_0908100
PF3D7_1110500	PKNH_0908200
PF3D7_1110600	PKNH_0908300
PF3D7_1110700	PKNH_0908400
PF3D7_1110800	PKNH_0908500
PF3D7_1111100	PKNH_0908800
PF3D7_1111200	PKNH_0908900
PF3D7_1111300	PKNH_0909000
PF3D7_1111400	PKNH_0909100
PF3D7_1111500	PKNH_0909200
PF3D7_1111800	PKNH_0909500
PF3D7_1111900	PKNH_0909600
PF3D7_1112000	PKNH_0909700
PF3D7_1112200	PKNH_0909900
PF3D7_1112400	PKNH_0910100
PF3D7_1112500	PKNH_0910200
PF3D7_1112900	PKNH_0910500
PF3D7_1113100	PKNH_0910700
PF3D7_1113300	PKNH_0910900
PF3D7_1113400	PKNH_0911000
PF3D7_1113500	PKNH_0911100
PF3D7_1113700	PKNH_0911300
PF3D7_1113800	PKNH_0911400
PF3D7_1113900	PKNH_0911500
PF3D7_1114000	PKNH_0911600
PF3D7_1114200	PKNH_0911800
PF3D7_1114700	PKNH_0912200
PF3D7_1114800	PKNH_0912300
PF3D7_1115000	PKNH_0912500
PF3D7_1115100	PKNH_0912600
PF3D7_1115200	PKNH_0912700
PF3D7_1115300	PKNH_0912900
PF3D7_1115300	PKNH_0913000
PF3D7_1115400	PKNH_0913000
PF3D7_1115400	PKNH_0912900
PF3D7_1115400	PKNH_0912800
PF3D7_1115500	PKNH_0913100
PF3D7_1115600	PKNH_0913200
PF3D7_1115700	PKNH_0912900
PF3D7_1115900	PKNH_0913600
PF3D7_1116300	PKNH_0914000
PF3D7_1116400	PKNH_0914100
PF3D7_1116500	PKNH_0914200
PF3D7_1116600	PKNH_0914300
PF3D7_1116700	PKNH_0914400
PF3D7_1116800	PKNH_0914500
PF3D7_1116900	PKNH_0914600
PF3D7_1117100	PKNH_0914800
PF3D7_1117300	PKNH_0915000
PF3D7_1117400	PKNH_0915100
PF3D7_1117500	PKNH_0915200
PF3D7_1117700	PKNH_0915400
PF3D7_1118000	PKNH_0915700
PF3D7_1118100	PKNH_0915800
PF3D7_1118200	PKNH_0915900
PF3D7_1118400	PKNH_0916100
PF3D7_1118500	PKNH_0916200
PF3D7_1118600	PKNH_0916300
PF3D7_1118700	PKNH_0916400
PF3D7_1118800	PKNH_0916500
PF3D7_1118900	PKNH_0916600
PF3D7_1119100	PKNH_0916800
PF3D7_1119300	PKNH_0917000
PF3D7_1119500	PKNH_0917200
PF3D7_1119600	PKNH_0917300
PF3D7_1119800	PKNH_0917500
PF3D7_1120100	PKNH_0917800
PF3D7_1120200	PKNH_0917900
PF3D7_1120400	PKNH_0918100
PF3D7_1120500	PKNH_0918200
PF3D7_1120800	PKNH_0918500
PF3D7_1121000	PKNH_0918700
PF3D7_1121200	PKNH_0918900
PF3D7_1121400	PKNH_0919100
PF3D7_1121500	PKNH_0919200
PF3D7_1121600	PKNH_0919300
PF3D7_1121700	PKNH_0919400
PF3D7_1121800	PKNH_0919500
PF3D7_1121900	PKNH_0919600
PF3D7_1122000	PKNH_0919700
PF3D7_1122100	PKNH_0919800
PF3D7_1122200	PKNH_0919900
PF3D7_1122300	PKNH_0920000
PF3D7_1122400	PKNH_0920100
PF3D7_1122600	PKNH_0920400
PF3D7_1122700	PKNH_0920500
PF3D7_1123400	PKNH_0921200
PF3D7_1123500	PKNH_0921300
PF3D7_1123600	PKNH_0921400
PF3D7_1123700	PKNH_0921500
PF3D7_1123800	PKNH_0921600
PF3D7_1123900	PKNH_0921700
PF3D7_1124000	PKNH_0921800
PF3D7_1124200	PKNH_0922000
PF3D7_1124400	PKNH_0922200
PF3D7_1124500	PKNH_0922300
PF3D7_1124600	PKNH_0922400
PF3D7_1124700	PKNH_0922500
PF3D7_1124800	PKNH_0922600
PF3D7_1124900	PKNH_0922800
PF3D7_1125000	PKNH_0922900
PF3D7_1125100	PKNH_0923000
PF3D7_1125200	PKNH_0923100
PF3D7_1125300	PKNH_0923200
PF3D7_1125400	PKNH_0923300
PF3D7_1125500	PKNH_0923400
PF3D7_1125600	PKNH_0923500
PF3D7_1125700	PKNH_0923600
PF3D7_1125800	PKNH_0923700
PF3D7_1125900	PKNH_0923800
PF3D7_1126000	PKNH_0923900
PF3D7_1126200	PKNH_0924100
PF3D7_1126700	PKNH_0924600
PF3D7_1126900	PKNH_0924900
PF3D7_1127000	PKNH_0925000
PF3D7_1127100	PKNH_0925100
PF3D7_1127200	PKNH_0925200
PF3D7_1127300	PKNH_0925300
PF3D7_1127400	PKNH_0925400
PF3D7_1127500	PKNH_0925500
PF3D7_1127600	PKNH_0925600
PF3D7_1127900	PKNH_0925900
PF3D7_1128100	PKNH_0926200
PF3D7_1128200	PKNH_0926300
PF3D7_1128400	PKNH_0926500
PF3D7_1128700	PKNH_0926800
PF3D7_1128900	PKNH_0926900
PF3D7_1129000	PKNH_0927000
PF3D7_1129200	PKNH_0927200
PF3D7_1129400	PKNH_0927400
PF3D7_1129500	PKNH_0927500
PF3D7_1129800	PKNH_0927700
PF3D7_1129900	PKNH_0927800
PF3D7_1130100	PKNH_0928000
PF3D7_1130200	PKNH_0928100
PF3D7_1130400	PKNH_0928500
PF3D7_1130700	PKNH_0928800
PF3D7_1130800	PKNH_0928900
PF3D7_1131200	PKNH_0929300
PF3D7_1131500	PKNH_0929600
PF3D7_1132200	PKNH_0930400
PF3D7_1132300	PKNH_0930500
PF3D7_1132600	PKNH_0930800
PF3D7_1132700	PKNH_0930900
PF3D7_1132800	PKNH_0931000
PF3D7_1132900	PKNH_0931100
PF3D7_1133300	PKNH_0931400
PF3D7_1133400	PKNH_0931500
PF3D7_1133500	PKNH_0931600
PF3D7_1133800	PKNH_0931900
PF3D7_1134000	PKNH_0932200
PF3D7_1134100	PKNH_0932300
PF3D7_1134400	PKNH_0932600
PF3D7_1134700	PKNH_0932900
PF3D7_1134800	PKNH_0933000
PF3D7_1135300	PKNH_0933400
PF3D7_1135500	PKNH_0933700
PF3D7_1135600	PKNH_0933800
PF3D7_1135800	PKNH_0934000
PF3D7_1135900	PKNH_0934100
PF3D7_1136200	PKNH_0934400
PF3D7_1136800	PKNH_0935000
PF3D7_1136900	PKNH_0935100
PF3D7_1137100	PKNH_0935300
PF3D7_1137200	PKNH_0935400
PF3D7_1137300	PKNH_0935500
PF3D7_1137400	PKNH_0935600
PF3D7_1137500	PKNH_0935700
PF3D7_1137700	PKNH_0935900
PF3D7_1138100	PKNH_0936300
PF3D7_1138200	PKNH_0936400
PF3D7_1138300	PKNH_0936500
PF3D7_1138350	PKNH_0936550
PF3D7_1138500	PKNH_0936700
PF3D7_1138600	PKNH_0936800
PF3D7_1139200	PKNH_0937200
PF3D7_1139500	PKNH_0937400
PF3D7_1139700	PKNH_0937600
PF3D7_1139900	PKNH_0937800
PF3D7_1140100	PKNH_0937900
PF3D7_1140300	PKNH_0938100
PF3D7_1140400	PKNH_0938200
PF3D7_1140500	PKNH_0938300
PF3D7_1140900	PKNH_0938700
PF3D7_1141200	PKNH_0939000
PF3D7_1141300	PKNH_0939100
PF3D7_1141500	PKNH_0939300
PF3D7_1141600	PKNH_0939400
PF3D7_1141700	PKNH_0939500
PF3D7_1141800	PKNH_0939600
PF3D7_1141900	PKNH_0939700
PF3D7_1142400	PKNH_0940200
PF3D7_1142500	PKNH_0940300
PF3D7_1142600	PKNH_0940400
PF3D7_1142700	PKNH_0940600
PF3D7_1142800	PKNH_0940700
PF3D7_1143000	PKNH_0940900
PF3D7_1143200	PKNH_0941100
PF3D7_1143300	PKNH_0941200
PF3D7_1143400	PKNH_0941300
PF3D7_1143800	PKNH_0941700
PF3D7_1143900	PKNH_0941800
PF3D7_1144000	PKNH_0941900
PF3D7_1144100	PKNH_0942000
PF3D7_1144500	PKNH_0942400
PF3D7_1144600	PKNH_0942500
PF3D7_1144700	PKNH_0942600
PF3D7_1144900	PKNH_0942800
PF3D7_1145100	PKNH_0943000
PF3D7_1145300	PKNH_0943200
PF3D7_1145400	PKNH_0943300
PF3D7_1145600	PKNH_0943500
PF3D7_1146000	PKNH_0943900
PF3D7_1146100	PKNH_0944000
PF3D7_1146500	PKNH_0944300
PF3D7_1146700	PKNH_0944500
PF3D7_1146900	PKNH_0944700
PF3D7_1147100	PKNH_0944900
PF3D7_1147400	PKNH_0945300
PF3D7_1147500	PKNH_0945400
PF3D7_1147600	PKNH_0945500
PF3D7_1147700	PKNH_0945600
PF3D7_1147900	PKNH_0945800
PF3D7_1149300	PKNH_0113200
PF3D7_1200700	PKNH_0405800
PF3D7_1200800	PKNH_0113200
PF3D7_1201500	PKNH_1301400
PF3D7_1201600	PKNH_1301500
PF3D7_1201800	PKNH_1301700
PF3D7_1201900	PKNH_1301800
PF3D7_1202000	PKNH_1301900
PF3D7_1202200	PKNH_1302100
PF3D7_1202300	PKNH_1302200
PF3D7_1202400	PKNH_1302300
PF3D7_1202700	PKNH_1302600
PF3D7_1202800	PKNH_1302700
PF3D7_1202900	PKNH_1302800
PF3D7_1203000	PKNH_1302900
PF3D7_1203200	PKNH_1303100
PF3D7_1203500	PKNH_1303300
PF3D7_1203600	PKNH_1303400
PF3D7_1203700	PKNH_1303500
PF3D7_1203900	PKNH_1303600
PF3D7_1204000	PKNH_1303700
PF3D7_1204300	PKNH_1304000
PF3D7_1204400	PKNH_1304100
PF3D7_1204500	PKNH_1304200
PF3D7_1204600	PKNH_1304300
PF3D7_1204700	PKNH_1304400
PF3D7_1205100	PKNH_1304800
PF3D7_1205200	PKNH_1304900
PF3D7_1205300	PKNH_1305000
PF3D7_1205600	PKNH_1305300
PF3D7_1205700	PKNH_1305400
PF3D7_1205900	PKNH_1305600
PF3D7_1206000	PKNH_1305700
PF3D7_1206100	PKNH_1305800
PF3D7_1206200	PKNH_1305900
PF3D7_1206400	PKNH_1306400
PF3D7_1206600	PKNH_1306600
PF3D7_1206700	PKNH_1306700
PF3D7_1206800	PKNH_1306800
PF3D7_1207000	PKNH_1307000
PF3D7_1207300	PKNH_1307200
PF3D7_1207500	PKNH_1307400
PF3D7_1207600	PKNH_1307500
PF3D7_1207700	PKNH_1307600
PF3D7_1207900	PKNH_1307800
PF3D7_1208000	PKNH_1307900
PF3D7_1208300	PKNH_1308200
PF3D7_1208400	PKNH_1308300
PF3D7_1208600	PKNH_1308500
PF3D7_1208700	PKNH_1308600
PF3D7_1208900	PKNH_1308800
PF3D7_1209000	PKNH_1308900
PF3D7_1209200	PKNH_1309100
PF3D7_1209400	PKNH_1309300
PF3D7_1209600	PKNH_1309500
PF3D7_1209700	PKNH_1309600
PF3D7_1209800	PKNH_1309700
PF3D7_1209900	PKNH_1309800
PF3D7_1210000	PKNH_1310000
PF3D7_1210100	PKNH_1310100
PF3D7_1210300	PKNH_1310300
PF3D7_1210700	PKNH_1310800
PF3D7_1210900	PKNH_1311000
PF3D7_1211100	PKNH_1311200
PF3D7_1211400	PKNH_1311500
PF3D7_1211500	PKNH_1311600
PF3D7_1211700	PKNH_1311800
PF3D7_1211900	PKNH_1312000
PF3D7_1212000	PKNH_1234400
PF3D7_1212000	PKNH_1312100
PF3D7_1212100	PKNH_1312200
PF3D7_1212200	PKNH_1431500
PF3D7_1212300	PKNH_1431600
PF3D7_1212400	PKNH_1431800
PF3D7_1212500	PKNH_1431900
PF3D7_1212600	PKNH_1432000
PF3D7_1212700	PKNH_1432100
PF3D7_1212800	PKNH_1432200
PF3D7_1212900	PKNH_1432300
PF3D7_1213200	PKNH_0806600
PF3D7_1213200	PKNH_1432500
PF3D7_1213400	PKNH_1432900
PF3D7_1213500	PKNH_1433000
PF3D7_1213600	PKNH_1433100
PF3D7_1213700	PKNH_1433200
PF3D7_1213800	PKNH_1433300
PF3D7_1214000	PKNH_1433500
PF3D7_1214200	PKNH_1433700
PF3D7_1214400	PKNH_1433900
PF3D7_1214500	PKNH_1434000
PF3D7_1214600	PKNH_1434100
PF3D7_1214700	PKNH_1434200
PF3D7_1214900	PKNH_1434400
PF3D7_1215000	PKNH_1434500
PF3D7_1215200	PKNH_1434700
PF3D7_1215300	PKNH_1434800
PF3D7_1215500	PKNH_1435000
PF3D7_1215800	PKNH_1435300
PF3D7_1215900	PKNH_1435400
PF3D7_1216000	PKNH_1435500
PF3D7_1216100	PKNH_1435600
PF3D7_1216200	PKNH_1435700
PF3D7_1216300	PKNH_1435900
PF3D7_1216600	PKNH_1436200
PF3D7_1216700	PKNH_1436300
PF3D7_1217000	PKNH_1436600
PF3D7_1217200	PKNH_1436800
PF3D7_1217300	PKNH_1436900
PF3D7_1217500	PKNH_1437100
PF3D7_1217600	PKNH_1437200
PF3D7_1217800	PKNH_1437400
PF3D7_1217900	PKNH_1437500
PF3D7_1218000	PKNH_1437600
PF3D7_1218300	PKNH_1437900
PF3D7_1218400	PKNH_1438000
PF3D7_1218500	PKNH_1438100
PF3D7_1218600	PKNH_1438200
PF3D7_1218800	PKNH_1438400
PF3D7_1219100	PKNH_1438700
PF3D7_1219600	PKNH_1438800
PF3D7_1219700	PKNH_1438900
PF3D7_1219900	PKNH_1439100
PF3D7_1220000	PKNH_1439200
PF3D7_1220100	PKNH_1439300
PF3D7_1220400	PKNH_1439600
PF3D7_1220500	PKNH_1439700
PF3D7_1220600	PKNH_1439800
PF3D7_1220900	PKNH_1440000
PF3D7_1221200	PKNH_1440300
PF3D7_1221300	PKNH_1440400
PF3D7_1221400	PKNH_1440500
PF3D7_1221500	PKNH_1440600
PF3D7_1221600	PKNH_1440700
PF3D7_1221800	PKNH_1440900
PF3D7_1222000	PKNH_1441100
PF3D7_1222100	PKNH_1441200
PF3D7_1222300	PKNH_1441400
PF3D7_1222500	PKNH_1441600
PF3D7_1222700	PKNH_1441800
PF3D7_1222800	PKNH_1442000
PF3D7_1223000	PKNH_1442200
PF3D7_1223100	PKNH_1442300
PF3D7_1223200	PKNH_1442400
PF3D7_1223300	PKNH_1442500
PF3D7_1223400	PKNH_1442600
PF3D7_1223700	PKNH_1442900
PF3D7_1223800	PKNH_1443000
PF3D7_1223900	PKNH_1443100
PF3D7_1224100	PKNH_1443300
PF3D7_1224200	PKNH_1443400
PF3D7_1224300	PKNH_1443600
PF3D7_1224400	PKNH_1443700
PF3D7_1224500	PKNH_1443800
PF3D7_1224600	PKNH_1443900
PF3D7_1224800	PKNH_1444100
PF3D7_1224900	PKNH_1444200
PF3D7_1225300	PKNH_1444700
PF3D7_1225600	PKNH_1445000
PF3D7_1225800	PKNH_1445200
PF3D7_1225900	PKNH_1445300
PF3D7_1226100	PKNH_1445500
PF3D7_1226300	PKNH_1445700
PF3D7_1226400	PKNH_1445800
PF3D7_1226600	PKNH_1446000
PF3D7_1226700	PKNH_1446100
PF3D7_1226800	PKNH_1446200
PF3D7_1227000	PKNH_1446400
PF3D7_1227100	PKNH_1446500
PF3D7_1227700	PKNH_1447100
PF3D7_1227800	PKNH_1447200
PF3D7_1228000	PKNH_1447400
PF3D7_1228100	PKNH_1447500
PF3D7_1228500	PKNH_1447900
PF3D7_1228700	PKNH_1448100
PF3D7_1228900	PKNH_1448300
PF3D7_1229400	PKNH_1448700
PF3D7_1229500	PKNH_1448800
PF3D7_1229700	PKNH_1449000
PF3D7_1230300	PKNH_1449700
PF3D7_1230400	PKNH_1449800
PF3D7_1230500	PKNH_1449900
PF3D7_1230600	PKNH_1450000
PF3D7_1230800	PKNH_1450200
PF3D7_1230900	PKNH_1450300
PF3D7_1231100	PKNH_1450500
PF3D7_1231300	PKNH_1450700
PF3D7_1231500	PKNH_1450900
PF3D7_1231700	PKNH_1451100
PF3D7_1232000	PKNH_1451500
PF3D7_1232100	PKNH_1451600
PF3D7_1232200	PKNH_1451700
PF3D7_1232300	PKNH_1451800
PF3D7_1232400	PKNH_1451900
PF3D7_1232700	PKNH_1452200
PF3D7_1232800	PKNH_1452300
PF3D7_1232900	PKNH_1452400
PF3D7_1233000	PKNH_1452500
PF3D7_1233100	PKNH_1452600
PF3D7_1233800	PKNH_1453200
PF3D7_1234000	PKNH_1453400
PF3D7_1234300	PKNH_1453700
PF3D7_1234500	PKNH_1453900
PF3D7_1234800	PKNH_1454200
PF3D7_1234900	PKNH_1454300
PF3D7_1235100	PKNH_1454500
PF3D7_1235200	PKNH_1454900
PF3D7_1235500	PKNH_1455200
PF3D7_1235600	PKNH_1455300
PF3D7_1235700	PKNH_1455400
PF3D7_1235900	PKNH_1455600
PF3D7_1236000	PKNH_1455700
PF3D7_1236100	PKNH_1455800
PF3D7_1236300	PKNH_1456000
PF3D7_1236400	PKNH_1456100
PF3D7_1236500	PKNH_1456200
PF3D7_1236600	PKNH_1456300
PF3D7_1236650	PKNH_1456350
PF3D7_1236700	PKNH_1456400
PF3D7_1236900	PKNH_1456600
PF3D7_1237000	PKNH_1456700
PF3D7_1237300	PKNH_1457000
PF3D7_1237400	PKNH_1457100
PF3D7_1237600	PKNH_1457300
PF3D7_1237700	PKNH_1457500
PF3D7_1237800	PKNH_1457600
PF3D7_1238000	PKNH_1457800
PF3D7_1238100	PKNH_1457900
PF3D7_1238300	PKNH_1458100
PF3D7_1238400	PKNH_1458200
PF3D7_1238600	PKNH_1458400
PF3D7_1238800	PKNH_1458600
PF3D7_1238900	PKNH_1458700
PF3D7_1239000	PKNH_1458800
PF3D7_1239100	PKNH_1458900
PF3D7_1239300	PKNH_1459100
PF3D7_1239500	PKNH_1459600
PF3D7_1239600	PKNH_1459700
PF3D7_1239700	PKNH_1459800
PF3D7_1239800	PKNH_1459900
PF3D7_1239900	PKNH_1460000
PF3D7_1240000	PKNH_1460100
PF3D7_1241100	PKNH_1460200
PF3D7_1241300	PKNH_1460400
PF3D7_1241600	PKNH_1460700
PF3D7_1241700	PKNH_0511000
PF3D7_1241700	PKNH_1461000
PF3D7_1241700	PKNH_1214600
PF3D7_1241800	PKNH_1461100
PF3D7_1242000	PKNH_1461300
PF3D7_1242100	PKNH_1461400
PF3D7_1242300	PKNH_1461600
PF3D7_1242400	PKNH_1461700
PF3D7_1242500	PKNH_1461800
PF3D7_1242600	PKNH_1461900
PF3D7_1242700	PKNH_1462000
PF3D7_1242800	PKNH_1462100
PF3D7_1242900	PKNH_1462200
PF3D7_1243000	PKNH_1462300
PF3D7_1243100	PKNH_1462400
PF3D7_1243300	PKNH_1462600
PF3D7_1243500	PKNH_1462800
PF3D7_1243600	PKNH_1462900
PF3D7_1243700	PKNH_1463000
PF3D7_1243800	PKNH_1463100
PF3D7_1244000	PKNH_1463300
PF3D7_1244100	PKNH_1463400
PF3D7_1244200	PKNH_1463500
PF3D7_1244600	PKNH_1464300
PF3D7_1244800	PKNH_1464500
PF3D7_1245300	PKNH_1465000
PF3D7_1245400	PKNH_1465100
PF3D7_1245500	PKNH_1465200
PF3D7_1245800	PKNH_1465400
PF3D7_1245900	PKNH_1465500
PF3D7_1246000	PKNH_1465600
PF3D7_1246100	PKNH_1465700
PF3D7_1246200	PKNH_1465800
PF3D7_1246400	PKNH_1466100
PF3D7_1246500	PKNH_1466200
PF3D7_1246800	PKNH_1466500
PF3D7_1246900	PKNH_1466600
PF3D7_1247100	PKNH_1466800
PF3D7_1247200	PKNH_1466900
PF3D7_1247400	PKNH_1467100
PF3D7_1247700	PKNH_1467400
PF3D7_1247800	PKNH_1467500
PF3D7_1247900	PKNH_1467600
PF3D7_1248200	PKNH_1467900
PF3D7_1248300	PKNH_1468000
PF3D7_1248500	PKNH_1468200
PF3D7_1248800	PKNH_1468500
PF3D7_1248900	PKNH_1468600
PF3D7_1249100	PKNH_1468800
PF3D7_1249400	PKNH_1469100
PF3D7_1249500	PKNH_1469200
PF3D7_1249900	PKNH_1469900
PF3D7_1250000	PKNH_1470000
PF3D7_1250200	PKNH_1470200
PF3D7_1250300	PKNH_1470300
PF3D7_1250500	PKNH_1470500
PF3D7_1250600	PKNH_1470600
PF3D7_1250700	PKNH_1470700
PF3D7_1250800	PKNH_1470800
PF3D7_1251000	PKNH_1471000
PF3D7_1251200	PKNH_1471200
PF3D7_1251300	PKNH_1471300
PF3D7_1251500	PKNH_1471500
PF3D7_1251700	PKNH_1471700
PF3D7_1252100	PKNH_1472100
PF3D7_1252600	PKNH_0108400
PF3D7_1252600	PKNH_1301100
PF3D7_1252600	PKNH_0735000
PF3D7_1252600	PKNH_1324900
PF3D7_1252600	PKNH_0516400
PF3D7_1253400	PKNH_0405800
PF3D7_1302400	PKNH_1402600
PF3D7_1302500	PKNH_1402700
PF3D7_1302600	PKNH_1402800
PF3D7_1302800	PKNH_1403000
PF3D7_1303000	PKNH_1403200
PF3D7_1303100	PKNH_1403300
PF3D7_1303600	PKNH_1403800
PF3D7_1303700	PKNH_1403900
PF3D7_1303900	PKNH_1404100
PF3D7_1304000	PKNH_1404200
PF3D7_1304100	PKNH_1404300
PF3D7_1304300	PKNH_1404500
PF3D7_1304400	PKNH_1404600
PF3D7_1304500	PKNH_1404700
PF3D7_1304700	PKNH_1404900
PF3D7_1304900	PKNH_1405100
PF3D7_1305100	PKNH_1405300
PF3D7_1305200	PKNH_1405400
PF3D7_1305400	PKNH_1405600
PF3D7_1305600	PKNH_1405800
PF3D7_1305700	PKNH_1405900
PF3D7_1305900	PKNH_1406100
PF3D7_1306200	PKNH_1406400
PF3D7_1306300	PKNH_1406500
PF3D7_1306400	PKNH_1406600
PF3D7_1306600	PKNH_1406800
PF3D7_1306800	PKNH_1407100
PF3D7_1306900	PKNH_1407200
PF3D7_1307000	PKNH_1407300
PF3D7_1307200	PKNH_1407500
PF3D7_1307300	PKNH_1407600
PF3D7_1307400	PKNH_1407700
PF3D7_1307500	PKNH_1407800
PF3D7_1307600	PKNH_1407900
PF3D7_1307900	PKNH_1408300
PF3D7_1308100	PKNH_1408500
PF3D7_1308200	PKNH_1408600
PF3D7_1308300	PKNH_1408700
PF3D7_1308500	PKNH_1408900
PF3D7_1308800	PKNH_1409200
PF3D7_1309000	PKNH_1409400
PF3D7_1309100	PKNH_1409500
PF3D7_1309200	PKNH_1409600
PF3D7_1309300	PKNH_1409700
PF3D7_1309500	PKNH_1409900
PF3D7_1309600	PKNH_1410000
PF3D7_1309700	PKNH_1410100
PF3D7_1309800	PKNH_1410200
PF3D7_1310000	PKNH_1410400
PF3D7_1310200	PKNH_1410600
PF3D7_1310300	PKNH_1410700
PF3D7_1310500	PKNH_1410900
PF3D7_1310600	PKNH_1411000
PF3D7_1310700	PKNH_1411100
PF3D7_1310900	PKNH_1411300
PF3D7_1311000	PKNH_1411400
PF3D7_1311100	PKNH_1411500
PF3D7_1311200	PKNH_1411600
PF3D7_1311300	PKNH_1411700
PF3D7_1311400	PKNH_1411800
PF3D7_1311500	PKNH_1411900
PF3D7_1311600	PKNH_1412000
PF3D7_1311700	PKNH_1412400
PF3D7_1311800	PKNH_1412500
PF3D7_1311900	PKNH_1412600
PF3D7_1312000	PKNH_1412700
PF3D7_1312200	PKNH_1412900
PF3D7_1312300	PKNH_1413000
PF3D7_1312400	PKNH_1413100
PF3D7_1312500	PKNH_1413200
PF3D7_1312600	PKNH_1413300
PF3D7_1313000	PKNH_1413600
PF3D7_1313300	PKNH_1413900
PF3D7_1313700	PKNH_1414300
PF3D7_1313900	PKNH_1414500
PF3D7_1314100	PKNH_1414700
PF3D7_1314300	PKNH_1414900
PF3D7_1314400	PKNH_1415000
PF3D7_1314500	PKNH_1415100
PF3D7_1314600	PKNH_1415200
PF3D7_1314800	PKNH_1415500
PF3D7_1314900	PKNH_1415600
PF3D7_1315000	PKNH_1415700
PF3D7_1315100	PKNH_1415800
PF3D7_1315400	PKNH_1416100
PF3D7_1315500	PKNH_1416200
PF3D7_1315600	PKNH_1416300
PF3D7_1315700	PKNH_1416400
PF3D7_1315800	PKNH_1416500
PF3D7_1315900	PKNH_1416600
PF3D7_1316000	PKNH_1416700
PF3D7_1316200	PKNH_1416900
PF3D7_1316300	PKNH_1417000
PF3D7_1316400	PKNH_1417100
PF3D7_1316500	PKNH_1417200
PF3D7_1316600	PKNH_1417300
PF3D7_1316800	PKNH_1417500
PF3D7_1317100	PKNH_1417800
PF3D7_1317300	PKNH_1418000
PF3D7_1317500	PKNH_1418200
PF3D7_1317700	PKNH_1418400
PF3D7_1317800	PKNH_1418500
PF3D7_1318000	PKNH_1418700
PF3D7_1318100	PKNH_1418800
PF3D7_1318200	PKNH_1418900
PF3D7_1318400	PKNH_1419200
PF3D7_1318500	PKNH_1419300
PF3D7_1318600	PKNH_1419400
PF3D7_1318700	PKNH_1419500
PF3D7_1318800	PKNH_1419600
PF3D7_1319300	PKNH_1420100
PF3D7_1319400	PKNH_1420200
PF3D7_1319500	PKNH_1420300
PF3D7_1319700	PKNH_1420500
PF3D7_1320100	PKNH_1420700
PF3D7_1320200	PKNH_1420800
PF3D7_1320300	PKNH_1420900
PF3D7_1320400	PKNH_1421000
PF3D7_1320500	PKNH_1421100
PF3D7_1320600	PKNH_1421200
PF3D7_1320800	PKNH_1421400
PF3D7_1320900	PKNH_1421500
PF3D7_1321000	PKNH_1421600
PF3D7_1321200	PKNH_1421800
PF3D7_1321400	PKNH_1422000
PF3D7_1321500	PKNH_1422100
PF3D7_1321600	PKNH_1422200
PF3D7_1321800	PKNH_1207000
PF3D7_1321900	PKNH_1206900
PF3D7_1322000	PKNH_1206800
PF3D7_1322500	PKNH_1206300
PF3D7_1322800	PKNH_1206000
PF3D7_1322900	PKNH_1205900
PF3D7_1323000	PKNH_1205800
PF3D7_1323100	PKNH_1205700
PF3D7_1323200	PKNH_1205600
PF3D7_1323400	PKNH_1205400
PF3D7_1323500	PKNH_1205300
PF3D7_1323600	PKNH_1205200
PF3D7_1323700	PKNH_1205100
PF3D7_1324100	PKNH_1204700
PF3D7_1324200	PKNH_1204600
PF3D7_1324400	PKNH_1204400
PF3D7_1324700	PKNH_1204100
PF3D7_1324800	PKNH_1204000
PF3D7_1324900	PKNH_1203900
PF3D7_1325000	PKNH_1203800
PF3D7_1325100	PKNH_1203700
PF3D7_1325200	PKNH_1203600
PF3D7_1325300	PKNH_1203500
PF3D7_1325500	PKNH_1203300
PF3D7_1325600	PKNH_1203200
PF3D7_1325700	PKNH_1203100
PF3D7_1326000	PKNH_1202700
PF3D7_1326100	PKNH_1202600
PF3D7_1326200	PKNH_1202400
PF3D7_1326300	PKNH_1202300
PF3D7_1326400	PKNH_1202200
PF3D7_1326700	PKNH_1201900
PF3D7_1327100	PKNH_1201500
PF3D7_1327200	PKNH_1201400
PF3D7_1327500	PKNH_1201100
PF3D7_1327600	PKNH_1201000
PF3D7_1327700	PKNH_1200900
PF3D7_1327800	PKNH_1200800
PF3D7_1327900	PKNH_1200700
PF3D7_1328000	PKNH_1200600
PF3D7_1328100	PKNH_1200500
PF3D7_1328300	PKNH_0818200
PF3D7_1328600	PKNH_1271800
PF3D7_1328800	PKNH_1271600
PF3D7_1328900	PKNH_1271500
PF3D7_1329100	PKNH_1271300
